document,topic,gamma
text1,1,0.07783882783882784
text1,2,0.2573260073260073
text1,3,0.0521978021978022
text1,4,0.03388278388278388
text1,5,0.07051282051282051
text1,6,0.3525641025641026
text1,7,0.08516483516483517
text1,8,0.07051282051282051
text2,1,0.1399402390438247
text2,2,0.12201195219123506
text2,3,0.07420318725099602
text2,4,0.26145418326693226
text2,5,0.05826693227091633
text2,6,0.10209163346613546
text2,7,0.06822709163346613
text2,8,0.17380478087649404
text3,1,0.42353951890034364
text3,2,0.07989690721649484
text3,3,0.06958762886597938
text3,4,0.028350515463917526
text3,5,0.04896907216494845
text3,6,0.03178694158075601
text3,7,0.0661512027491409
text3,8,0.25171821305841924
text4,1,0.40075757575757576
text4,2,0.20075757575757575
text4,3,0.04621212121212121
text4,4,0.04924242424242424
text4,5,0.04015151515151515
text4,6,0.12803030303030302
text4,7,0.03409090909090909
text4,8,0.10075757575757575
text5,1,0.22767857142857142
text5,2,0.11798469387755102
text5,3,0.04400510204081633
text5,4,0.09502551020408163
text5,5,0.04145408163265306
text5,6,0.367984693877551
text5,7,0.03635204081632653
text5,8,0.06951530612244898
text6,1,0.04010416666666667
text6,2,0.1046875
text6,3,0.05677083333333333
text6,4,0.08802083333333334
text6,5,0.044270833333333336
text6,6,0.0921875
text6,7,0.11927083333333334
text6,8,0.4546875
text7,1,0.05946291560102302
text7,2,0.05946291560102302
text7,3,0.03900255754475703
text7,4,0.08759590792838874
text7,5,0.18478260869565216
text7,6,0.440537084398977
text7,7,0.03388746803069054
text7,8,0.09526854219948849
text8,1,0.10811781609195402
text8,2,0.2676005747126437
text8,3,0.053520114942528736
text8,4,0.08656609195402298
text8,5,0.027658045977011495
text8,6,0.13110632183908047
text8,7,0.08512931034482758
text8,8,0.24030172413793102
text9,1,0.051261829652996846
text9,2,0.26261829652996843
text9,3,0.022870662460567823
text9,4,0.051261829652996846
text9,5,0.15220820189274448
text9,6,0.15220820189274448
text9,7,0.17429022082018927
text9,8,0.1332807570977918
text10,1,0.06139240506329114
text10,2,0.5120253164556962
text10,3,0.043670886075949364
text10,4,0.04113924050632911
text10,5,0.03354430379746835
text10,6,0.1449367088607595
text10,7,0.07151898734177216
text10,8,0.09177215189873418
text11,1,0.08772935779816514
text11,2,0.09231651376146789
text11,3,0.034977064220183485
text11,4,0.07855504587155963
text11,5,0.19094036697247707
text11,6,0.18405963302752293
text11,7,0.05103211009174312
text11,8,0.28038990825688076
text12,1,0.10841313269493844
text12,2,0.2588919288645691
text12,3,0.035909712722298225
text12,4,0.09473324213406292
text12,5,0.030437756497948016
text12,6,0.1904924760601915
text12,7,0.05506155950752394
text12,8,0.22606019151846785
text13,1,0.06891891891891892
text13,2,0.052702702702702706
text13,3,0.11576576576576576
text13,4,0.04369369369369369
text13,5,0.1265765765765766
text13,6,0.46531531531531534
text13,7,0.03648648648648649
text13,8,0.09054054054054055
text14,1,0.1126425855513308
text14,2,0.16017110266159695
text14,3,0.09553231939163498
text14,4,0.0879277566539924
text14,5,0.02709125475285171
text14,6,0.10313688212927756
text14,7,0.06511406844106464
text14,8,0.34838403041825095
text15,1,0.049145299145299144
text15,2,0.054843304843304845
text15,3,0.07193732193732194
text15,4,0.023504273504273504
text15,5,0.09472934472934473
text15,6,0.6331908831908832
text15,7,0.026353276353276354
text15,8,0.046296296296296294
text16,1,0.11160714285714286
text16,2,0.09732142857142857
text16,3,0.10446428571428572
text16,4,0.14375
text16,5,0.07946428571428571
text16,6,0.20089285714285715
text16,7,0.17232142857142857
text16,8,0.09017857142857143
text17,1,0.18378995433789955
text17,2,0.15182648401826485
text17,3,0.07876712328767123
text17,4,0.10159817351598173
text17,5,0.09703196347031963
text17,6,0.20662100456621005
text17,7,0.06506849315068493
text17,8,0.11529680365296803
text18,1,0.061515748031496065
text18,2,0.09104330708661418
text18,3,0.0359251968503937
text18,4,0.041830708661417325
text18,5,0.05561023622047244
text18,6,0.531988188976378
text18,7,0.0812007874015748
text18,8,0.10088582677165354
text19,1,0.328862660944206
text19,2,0.0842274678111588
text19,3,0.03701716738197425
text19,4,0.04560085836909871
text19,5,0.06920600858369098
text19,6,0.12070815450643776
text19,7,0.08851931330472103
text19,8,0.22585836909871246
text20,1,0.07604166666666666
text20,2,0.4010416666666667
text20,3,0.03854166666666667
text20,4,0.071875
text20,5,0.11354166666666667
text20,6,0.146875
text20,7,0.05520833333333333
text20,8,0.096875
text21,1,0.07923832923832924
text21,2,0.07923832923832924
text21,3,0.032555282555282554
text21,4,0.378992628992629
text21,5,0.08415233415233415
text21,6,0.21437346437346438
text21,7,0.03501228501228501
text21,8,0.09643734643734644
text22,1,0.15763274336283187
text22,2,0.08462389380530974
text22,3,0.07356194690265487
text22,4,0.06913716814159292
text22,5,0.04922566371681416
text22,6,0.28595132743362833
text22,7,0.09347345132743363
text22,8,0.1863938053097345
text23,1,0.09615384615384616
text23,2,0.1451048951048951
text23,3,0.030885780885780884
text23,4,0.2523310023310023
text23,5,0.035547785547785545
text23,6,0.30128205128205127
text23,7,0.030885780885780884
text23,8,0.10780885780885781
text24,1,0.18798828125
text24,2,0.19970703125
text24,3,0.06884765625
text24,4,0.24853515625
text24,5,0.11181640625
text24,6,0.05908203125
text24,7,0.02978515625
text24,8,0.09423828125
text25,1,0.15095338983050846
text25,2,0.14671610169491525
text25,3,0.06197033898305085
text25,4,0.06620762711864407
text25,5,0.1721398305084746
text25,6,0.1361228813559322
text25,7,0.08103813559322035
text25,8,0.18485169491525424
text26,1,0.03662634408602151
text26,2,0.6911962365591398
text26,3,0.03528225806451613
text26,4,0.021841397849462367
text26,5,0.02049731182795699
text26,6,0.05141129032258065
text26,7,0.03931451612903226
text26,8,0.10383064516129033
text27,1,0.21453407510431155
text27,2,0.24930458970792768
text27,3,0.017037552155771907
text27,4,0.3174547983310153
text27,5,0.03929068150208623
text27,6,0.07127955493741307
text27,7,0.022600834492350487
text27,8,0.06849791376912379
text28,1,0.36678403755868544
text28,2,0.24002347417840375
text28,3,0.028755868544600938
text28,4,0.040492957746478875
text28,5,0.03345070422535211
text28,6,0.13673708920187794
text28,7,0.056924882629107984
text28,8,0.09683098591549295
text29,1,0.058173076923076925
text29,2,0.43317307692307694
text29,3,0.029326923076923077
text29,4,0.029326923076923077
text29,5,0.015865384615384615
text29,6,0.27548076923076925
text29,7,0.040865384615384616
text29,8,0.11778846153846154
text30,1,0.06707317073170732
text30,2,0.20993031358885017
text30,3,0.046167247386759584
text30,4,0.11585365853658537
text30,5,0.06010452961672474
text30,6,0.34930313588850176
text30,7,0.046167247386759584
text30,8,0.10540069686411149
text31,1,0.08381782945736434
text31,2,0.19428294573643412
text31,3,0.03924418604651163
text31,4,0.07606589147286821
text31,5,0.041182170542635656
text31,6,0.14583333333333334
text31,7,0.0625
text31,8,0.35707364341085274
text32,1,0.5449389179755671
text32,2,0.12958115183246074
text32,3,0.058027923211169286
text32,4,0.03534031413612566
text32,5,0.08769633507853403
text32,6,0.03534031413612566
text32,7,0.028359511343804537
text32,8,0.08071553228621292
text33,1,0.078
text33,2,0.5934285714285714
text33,3,0.02542857142857143
text33,4,0.07342857142857143
text33,5,0.02542857142857143
text33,6,0.09514285714285714
text33,7,0.04485714285714286
text33,8,0.06428571428571428
text34,1,0.05444250871080139
text34,2,0.5387630662020906
text34,3,0.03702090592334495
text34,4,0.0509581881533101
text34,5,0.04921602787456446
text34,6,0.06315331010452961
text34,7,0.028310104529616725
text34,8,0.17813588850174217
text35,1,0.09375
text35,2,0.6403601694915254
text35,3,0.04290254237288135
text35,4,0.05985169491525424
text35,5,0.03866525423728814
text35,6,0.03866525423728814
text35,7,0.0323093220338983
text35,8,0.05349576271186441
text36,1,0.05594059405940594
text36,2,0.6242574257425743
text36,3,0.016336633663366337
text36,4,0.05198019801980198
text36,5,0.03415841584158416
text36,6,0.10346534653465346
text36,7,0.0400990099009901
text36,8,0.07376237623762376
text37,1,0.09255573248407643
text37,2,0.6681926751592356
text37,3,0.020103503184713375
text37,4,0.016122611464968153
text37,5,0.014530254777070064
text37,6,0.09653662420382166
text37,7,0.03363853503184713
text37,8,0.05832006369426752
text38,1,0.09557595993322204
text38,2,0.5580133555926544
text38,3,0.03213689482470785
text38,4,0.03547579298831385
text38,5,0.02378964941569282
text38,6,0.1172787979966611
text38,7,0.028797996661101836
text38,8,0.10893155258764607
text39,1,0.08505639097744361
text39,2,0.0756578947368421
text39,3,0.0531015037593985
text39,4,0.047462406015037595
text39,5,0.2730263157894737
text39,6,0.3425751879699248
text39,7,0.026785714285714284
text39,8,0.09633458646616541
text40,1,0.1827433628318584
text40,2,0.5101769911504425
text40,3,0.03938053097345133
text40,4,0.07300884955752213
text40,5,0.05353982300884956
text40,6,0.09070796460176991
text40,7,0.01991150442477876
text40,8,0.030530973451327433
text41,1,0.06382113821138212
text41,2,0.5939024390243902
text41,3,0.026422764227642278
text41,4,0.024796747967479674
text41,5,0.01991869918699187
text41,6,0.07682926829268293
text41,7,0.023170731707317073
text41,8,0.17113821138211383
text42,1,0.06578947368421052
text42,2,0.6810344827586207
text42,3,0.02223230490018149
text42,4,0.018602540834845735
text42,5,0.04219600725952813
text42,6,0.0911978221415608
text42,7,0.04038112522686026
text42,8,0.03856624319419238
text43,1,0.07335069444444445
text43,2,0.4379340277777778
text43,3,0.05078125
text43,4,0.07682291666666667
text43,5,0.017795138888888888
text43,6,0.2504340277777778
text43,7,0.024739583333333332
text43,8,0.0681423611111111
text44,1,0.038240131578947366
text44,2,0.6023848684210527
text44,3,0.0234375
text44,4,0.04810855263157895
text44,5,0.031661184210526314
text44,6,0.05304276315789474
text44,7,0.025082236842105265
text44,8,0.17804276315789475
text45,1,0.12339449541284404
text45,2,0.49036697247706423
text45,3,0.0444954128440367
text45,4,0.05
text45,5,0.07385321100917432
text45,6,0.07018348623853211
text45,7,0.08302752293577982
text45,8,0.06467889908256881
text46,1,0.11542792792792793
text46,2,0.40596846846846846
text46,3,0.02533783783783784
text46,4,0.07488738738738739
text46,5,0.02533783783783784
text46,6,0.0929054054054054
text46,7,0.06137387387387387
text46,8,0.19876126126126126
text47,1,0.03318181818181818
text47,2,0.4077272727272727
text47,3,0.03318181818181818
text47,4,0.10045454545454545
text47,5,0.02409090909090909
text47,6,0.30772727272727274
text47,7,0.045909090909090906
text47,8,0.04772727272727273
text48,1,0.5488970588235295
text48,2,0.12536764705882353
text48,3,0.04154411764705882
text48,4,0.05036764705882353
text48,5,0.04007352941176471
text48,6,0.09448529411764706
text48,7,0.026838235294117645
text48,8,0.0724264705882353
text49,1,0.12888418079096045
text49,2,0.21504237288135594
text49,3,0.0949858757062147
text49,4,0.048375706214689264
text49,5,0.08227401129943503
text49,6,0.19244350282485875
text49,7,0.07662429378531073
text49,8,0.16137005649717515
text50,1,0.062280701754385964
text50,2,0.037719298245614034
text50,3,0.45994152046783626
text50,4,0.02953216374269006
text50,5,0.19444444444444445
text50,6,0.04824561403508772
text50,7,0.07280701754385965
text50,8,0.09502923976608187
text51,1,0.015066964285714286
text51,2,0.04110863095238095
text51,3,0.6244419642857143
text51,4,0.021763392857142856
text51,5,0.04110863095238095
text51,6,0.034412202380952384
text51,7,0.10286458333333333
text51,8,0.11923363095238096
text52,1,0.04736328125
text52,2,0.05517578125
text52,3,0.18017578125
text52,4,0.03564453125
text52,5,0.19775390625
text52,6,0.04736328125
text52,7,0.30908203125
text52,8,0.12744140625
text53,1,0.04814487632508834
text53,2,0.0357773851590106
text53,3,0.10821554770318022
text53,4,0.0887809187279152
text53,5,0.20008833922261485
text53,6,0.22128975265017667
text53,7,0.10821554770318022
text53,8,0.1894876325088339
text54,1,0.05310077519379845
text54,2,0.04689922480620155
text54,3,0.112015503875969
text54,4,0.05465116279069768
text54,5,0.32131782945736437
text54,6,0.09031007751937985
text54,7,0.12906976744186047
text54,8,0.19263565891472867
text55,1,0.05811232449297972
text55,2,0.02379095163806552
text55,3,0.125195007800312
text55,4,0.05655226209048362
text55,5,0.2453198127925117
text55,6,0.06903276131045241
text55,7,0.3030421216848674
text55,8,0.11895475819032761
text56,1,0.021875
text56,2,0.029829545454545456
text56,3,0.027556818181818182
text56,4,0.01278409090909091
text56,5,0.052556818181818184
text56,6,0.018465909090909092
text56,7,0.805965909090909
text56,8,0.030965909090909093
text57,1,0.026861702127659575
text57,2,0.020478723404255317
text57,3,0.017287234042553192
text57,4,0.010904255319148936
text57,5,0.11728723404255319
text57,6,0.010904255319148936
text57,7,0.7566489361702128
text57,8,0.03962765957446809
text58,1,0.0799039780521262
text58,2,0.03189300411522634
text58,3,0.04561042524005487
text58,4,0.059327846364883405
text58,5,0.6162551440329218
text58,6,0.03189300411522634
text58,7,0.060699588477366256
text58,8,0.07441700960219479
text59,1,0.0928714859437751
text59,2,0.038654618473895584
text59,3,0.2776104417670683
text59,4,0.19728915662650603
text59,5,0.13102409638554216
text59,6,0.0607429718875502
text59,7,0.0747991967871486
text59,8,0.12700803212851405
text60,1,0.03571428571428571
text60,2,0.03571428571428571
text60,3,0.06850117096018736
text60,4,0.056791569086651054
text60,5,0.26990632318501173
text60,6,0.04274004683840749
text60,7,0.452576112412178
text60,8,0.038056206088992975
text61,1,0.07049518569463549
text61,2,0.04436038514442916
text61,3,0.4185006877579092
text61,4,0.06774415405777166
text61,5,0.13514442916093536
text61,6,0.06224209078404402
text61,7,0.060866574965612104
text61,8,0.140646492434663
text62,1,0.02342747111681643
text62,2,0.02086007702182285
text62,3,0.13382541720154043
text62,4,0.12997432605905007
text62,5,0.2647625160462131
text62,6,0.022143774069319642
text62,7,0.3610397946084724
text62,8,0.04396662387676508
text63,1,0.06029185867895545
text63,2,0.01881720430107527
text63,3,0.21850998463901689
text63,4,0.08026113671274962
text63,5,0.34139784946236557
text63,6,0.02956989247311828
text63,7,0.16013824884792627
text63,8,0.09101382488479262
text64,1,0.03280141843971631
text64,2,0.04343971631205674
text64,3,0.20656028368794327
text64,4,0.03634751773049645
text64,5,0.4015957446808511
text64,6,0.05053191489361702
text64,7,0.18173758865248227
text64,8,0.04698581560283688
text65,1,0.02922453703703704
text65,2,0.03501157407407408
text65,3,0.16116898148148148
text65,4,0.044270833333333336
text65,5,0.5153356481481481
text65,6,0.1021412037037037
text65,7,0.08130787037037036
text65,8,0.03153935185185185
text66,1,0.05814814814814815
text66,2,0.07
text66,3,0.2225925925925926
text66,4,0.1025925925925926
text66,5,0.3174074074074074
text66,6,0.03888888888888889
text66,7,0.08777777777777777
text66,8,0.1025925925925926
text67,1,0.0692
text67,2,0.0468
text67,3,0.0484
text67,4,0.0276
text67,5,0.2212
text67,6,0.1124
text67,7,0.0772
text67,8,0.3972
text68,1,0.05705394190871369
text68,2,0.018326417704011066
text68,3,0.1289764868603043
text68,4,0.032157676348547715
text68,5,0.15387275242047027
text68,6,0.12621023513139695
text68,7,0.41804979253112035
text68,8,0.06535269709543569
text69,1,0.037215411558669004
text69,2,0.09325744308231174
text69,3,0.23861646234676007
text69,4,0.0669877408056042
text69,5,0.10551663747810858
text69,6,0.014448336252189142
text69,7,0.3471978984238179
text69,8,0.09676007005253941
text70,1,0.06167883211678832
text70,2,0.04562043795620438
text70,3,0.13613138686131387
text70,4,0.05437956204379562
text70,5,0.22226277372262773
text70,6,0.122992700729927
text70,7,0.2062043795620438
text70,8,0.15072992700729926
text71,1,0.023337595907928388
text71,2,0.04251918158567775
text71,3,0.1460997442455243
text71,4,0.09494884910485933
text71,5,0.4108056265984655
text71,6,0.019501278772378516
text71,7,0.07960358056265984
text71,8,0.1831841432225064
text72,1,0.024267399267399268
text72,2,0.05723443223443223
text72,3,0.15613553113553114
text72,4,0.03891941391941392
text72,5,0.12316849816849818
text72,6,0.04075091575091575
text72,7,0.45467032967032966
text72,8,0.10485347985347986
text73,1,0.48863636363636365
text73,2,0.11153198653198654
text73,3,0.06102693602693603
text73,4,0.04755892255892256
text73,5,0.05092592592592592
text73,6,0.03577441077441077
text73,7,0.09301346801346802
text73,8,0.11153198653198654
text74,1,0.059587813620071685
text74,2,0.03449820788530466
text74,3,0.027329749103942653
text74,4,0.5954301075268817
text74,5,0.050627240143369175
text74,6,0.059587813620071685
text74,7,0.10976702508960573
text74,8,0.06317204301075269
text75,1,0.034603421461897356
text75,2,0.04704510108864697
text75,3,0.2989891135303266
text75,4,0.0890357698289269
text75,5,0.03771384136858476
text75,6,0.026827371695178848
text75,7,0.4140746500777605
text75,8,0.05171073094867807
text76,1,0.049528301886792456
text76,2,0.028773584905660378
text76,3,0.39669811320754716
text76,4,0.032547169811320754
text76,5,0.08726415094339622
text76,6,0.02688679245283019
text76,7,0.25141509433962267
text76,8,0.1268867924528302
text77,1,0.445364238410596
text77,2,0.053311258278145694
text77,3,0.025496688741721854
text77,4,0.08774834437086093
text77,5,0.12483443708609271
text77,6,0.10364238410596026
text77,7,0.0347682119205298
text77,8,0.12483443708609271
text78,1,0.06912568306010929
text78,2,0.0407103825136612
text78,3,0.045081967213114756
text78,4,0.050546448087431695
text78,5,0.07131147540983607
text78,6,0.04180327868852459
text78,7,0.08770491803278689
text78,8,0.5937158469945355
text79,1,0.0789738430583501
text79,2,0.08098591549295775
text79,3,0.07092555331991952
text79,4,0.2942655935613682
text79,5,0.06488933601609657
text79,6,0.05885311871227364
text79,7,0.06488933601609657
text79,8,0.28621730382293764
text80,1,0.018537074148296594
text80,2,0.0405811623246493
text80,3,0.07665330661322645
text80,4,0.499498997995992
text80,5,0.05661322645290581
text80,6,0.05060120240480962
text80,7,0.15881763527054107
text80,8,0.09869739478957916
text81,1,0.142379679144385
text81,2,0.12633689839572193
text81,3,0.038101604278074866
text81,4,0.04344919786096257
text81,5,0.35628342245989303
text81,6,0.13168449197860962
text81,7,0.04344919786096257
text81,8,0.11831550802139038
text82,1,0.04315960912052117
text82,2,0.10830618892508144
text82,3,0.04315960912052117
text82,4,0.039902280130293157
text82,5,0.5187296416938111
text82,6,0.04315960912052117
text82,7,0.14413680781758959
text82,8,0.059446254071661236
text83,1,0.040826612903225805
text83,2,0.12953629032258066
text83,3,0.1819556451612903
text83,4,0.11743951612903226
text83,5,0.05090725806451613
text83,6,0.040826612903225805
text83,7,0.32711693548387094
text83,8,0.11139112903225806
text84,1,0.12320143884892086
text84,2,0.06205035971223022
text84,3,0.1303956834532374
text84,4,0.09802158273381295
text84,5,0.047661870503597124
text84,6,0.0764388489208633
text84,7,0.18075539568345322
text84,8,0.2814748201438849
text85,1,0.054563492063492064
text85,2,0.050595238095238096
text85,3,0.13657407407407407
text85,4,0.0333994708994709
text85,5,0.08101851851851852
text85,6,0.10085978835978836
text85,7,0.07572751322751323
text85,8,0.46726190476190477
text86,1,0.15594059405940594
text86,2,0.2978547854785479
text86,3,0.027227722772277228
text86,4,0.06683168316831684
text86,5,0.19224422442244224
text86,6,0.09323432343234324
text86,7,0.07343234323432343
text86,8,0.09323432343234324
text87,1,0.1601010101010101
text87,2,0.06111111111111111
text87,3,0.07323232323232323
text87,4,0.147979797979798
text87,5,0.11363636363636363
text87,6,0.03282828282828283
text87,7,0.38636363636363635
text87,8,0.024747474747474747
text88,1,0.014279437609841827
text88,2,0.054701230228471
text88,3,0.10566783831282953
text88,4,0.04152021089630931
text88,5,0.021309314586994726
text88,6,0.26208260105448156
text88,7,0.33677504393673113
text88,8,0.16366432337434095
text89,1,0.06412639405204461
text89,2,0.03810408921933085
text89,3,0.25
text89,4,0.03438661710037175
text89,5,0.13475836431226765
text89,6,0.03810408921933085
text89,7,0.3763940520446097
text89,8,0.06412639405204461
text90,1,0.04456018518518518
text90,2,0.04224537037037037
text90,3,0.03993055555555555
text90,4,0.49363425925925924
text90,5,0.05844907407407408
text90,6,0.07233796296296297
text90,7,0.0931712962962963
text90,8,0.1556712962962963
text91,1,0.050411522633744855
text91,2,0.05864197530864197
text91,3,0.08333333333333333
text91,4,0.5154320987654321
text91,5,0.05452674897119342
text91,6,0.09156378600823045
text91,7,0.0668724279835391
text91,8,0.07921810699588477
text92,1,0.10949177877428999
text92,2,0.021300448430493273
text92,3,0.08856502242152467
text92,4,0.4398355754857997
text92,5,0.0766068759342302
text92,6,0.042227204783258594
text92,7,0.07212257100149477
text92,8,0.14985052316890882
text93,1,0.3270408163265306
text93,2,0.08214285714285714
text93,3,0.13520408163265307
text93,4,0.0760204081632653
text93,5,0.07806122448979592
text93,6,0.06581632653061224
text93,7,0.05765306122448979
text93,8,0.17806122448979592
text94,1,0.4558035714285714
text94,2,0.11116071428571428
text94,3,0.04151785714285714
text94,4,0.04151785714285714
text94,5,0.06830357142857142
text94,6,0.10758928571428572
text94,7,0.048660714285714286
text94,8,0.12544642857142857
text95,1,0.08146067415730338
text95,2,0.3061797752808989
text95,3,0.020786516853932586
text95,4,0.04550561797752809
text95,5,0.2859550561797753
text95,6,0.15786516853932583
text95,7,0.0702247191011236
text95,8,0.03202247191011236
text96,1,0.18901869158878504
text96,2,0.04322429906542056
text96,3,0.12266355140186916
text96,4,0.20210280373831777
text96,5,0.10116822429906543
text96,6,0.03387850467289719
text96,7,0.11051401869158879
text96,8,0.19742990654205608
text97,1,0.10185185185185185
text97,2,0.14278752436647174
text97,3,0.15448343079922028
text97,4,0.06871345029239766
text97,5,0.148635477582846
text97,6,0.07651072124756335
text97,7,0.04532163742690058
text97,8,0.26169590643274854
text98,1,0.08404029692470838
text98,2,0.039501590668080594
text98,3,0.47216330858960764
text98,4,0.05646871686108165
text98,5,0.038441145281018024
text98,6,0.03632025450689289
text98,7,0.17948038176033934
text98,8,0.09358430540827148
text99,1,0.5620039682539683
text99,2,0.046130952380952384
text99,3,0.052083333333333336
text99,4,0.06597222222222222
text99,5,0.08382936507936507
text99,6,0.022321428571428572
text99,7,0.09573412698412699
text99,8,0.07192460317460317
text100,1,0.03994845360824742
text100,2,0.03307560137457045
text100,3,0.49699312714776633
text100,4,0.04338487972508591
text100,5,0.08462199312714777
text100,6,0.02620274914089347
text100,7,0.19115120274914088
text100,8,0.08462199312714777
text101,1,0.06597222222222222
text101,2,0.08912037037037036
text101,3,0.1400462962962963
text101,4,0.047453703703703706
text101,5,0.2604166666666667
text101,6,0.061342592592592594
text101,7,0.2326388888888889
text101,8,0.10300925925925926
text102,1,0.019592476489028215
text102,2,0.04780564263322884
text102,3,0.2390282131661442
text102,4,0.07288401253918496
text102,5,0.050940438871473356
text102,6,0.022727272727272728
text102,7,0.48667711598746083
text102,8,0.0603448275862069
text103,1,0.09990791896869244
text103,2,0.06675874769797421
text103,3,0.21224677716390425
text103,4,0.04465930018416206
text103,5,0.0925414364640884
text103,6,0.026243093922651933
text103,7,0.3687845303867403
text103,8,0.08885819521178637
